web-scraper-order,Street,full_address,PLZ,Ortschaftsname,Kantonskürzel,housenumber,strplz,address_geocoding,latitude,longitude
1672673249-29792,Aufwiesenstrasse 34,"Aufwiesenstrasse 34, 8305 Dietlikon",8305,Dietlikon,ZH,34.0,2577,Aufwiesenstrasse 34 Dietlikon,47.02083969116211,7.180633544921875
1672673249-29794,8305 Dietlikon,"8305 Dietlikon, 8305 Dietlikon",8305,Dietlikon,ZH,8305.0,2916,8305 Dietlikon Dietlikon,47.419742584228516,6.951394081115723
1672673249-29795,Riedmühlestrasse 15,"Riedmühlestrasse 15, 8305 Dietlikon",8305,Dietlikon,ZH,15.0,2916,Riedmühlestrasse 15 Dietlikon,47.4221305847168,6.9426469802856445
1672673914-34230,Hintere Rietstrasse 29,"Hintere Rietstrasse 29, 8103 Unterengstringen",8103,Unterengstringen,ZH,29.0,3995,Hintere Rietstrasse 29 Unterengstringen,46.39350509643555,8.137149810791016
1672673908-34199,Feldhof 10,"Feldhof 10, 6300 Zug",6300,Zug,ZG,10.0,3995,Feldhof 10 Zug,46.377506256103516,8.151041984558105
1672673904-34162,Chapfstrasse 48,"Chapfstrasse 48, 8126 Zumikon",8126,Zumikon,ZH,48.0,8360,Chapfstrasse 48 Zumikon,47.46223831176758,8.959074974060059
1672671979-23590,Meisenrain 26E,"Meisenrain 26E, 8044 Gockhausen",8044,Gockhausen,ZH,26.0,4143,Meisenrain 26E Gockhausen,47.47560501098633,7.613295078277588
1672673235-29690,Am Stadtrand 51a,"Am Stadtrand 51a, 8600 Dübendorf",8600,Dübendorf,ZH,51.0,4143,Am Stadtrand 51a Dübendorf,47.478694915771484,7.620625972747803
1672673235-29691,Am Stadtrand 49A,"Am Stadtrand 49A, 8600 Dübendorf",8600,Dübendorf,ZH,49.0,2802,Am Stadtrand 49A Dübendorf,47.354061126708984,7.289390563964844
1672673923-34291,Bärenweidstrasse 3,"Bärenweidstrasse 3, 8833 Samstagern",8833,Samstagern,ZH,3.0,8253,Bärenweidstrasse 3 Samstagern,47.68819046020508,8.754597663879395
1672672401-26393,Quellenstrasse 13,"Quellenstrasse 13, 8804 Au ZH",8804,Au ZH,ZH,13.0,2905,Quellenstrasse 13 Au ZH,47.40357971191406,7.0404181480407715
1672671523-20655,Via Cantonale 36,"Via Cantonale 36, 6613 Porto Ronco",6613,Porto Ronco,TI,36.0,1856,Via Cantonale 36 Porto Ronco,46.35867691040039,6.9773783683776855
1672672568-27468,Chemin de Planche aux Oies 4,"Chemin de Planche aux Oies 4, 1000 Lausanne 26",1000,Lausanne 25,VD,4.0,4223,Chemin de Planche aux Oies 4 Lausanne 25,47.44889450073242,7.515897750854492
